Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
GROUPE FLO;FR0004076891;FLO;Euronext Paris;EUR;0.208;0.21;0.207;0.208;16/12/2019;CET;13575;2831.082
GROUPE GORGE;FR0000062671;GOE;Euronext Paris;EUR;16.12;16.46;16.12;16.18;16/12/2019;CET;9660;157768.38
GROUPE GUILLIN;FR0012819381;ALGIL;Euronext Growth Paris;EUR;16;16.36;16;16.1;16/12/2019;CET;7402;119162.04
GROUPE IRD;FR0000124232;IRD;Euronext Paris;EUR;26.68;26.7;26.68;26.7;16/12/2019;CET;15;400.48
GROUPE JAJ;FR0004010338;GJAJ;Euronext Paris;EUR;1.24;1.24;1.24;1.24;16/12/2019;CET;107;132.68
GROUPE JOSI;BE0011606630;-;Euronext Expert Market;EUR;1432;1432;1432;1432;21/04/2015;CET;91;130312
GROUPE LDLC;FR0000075442;ALLDL;Euronext Growth Paris;EUR;11.35;13.4;11.35;13.05;16/12/2019;CET;103600;1275173.65
GROUPE OPEN;FR0004050300;OPN;Euronext Paris;EUR;10.74;10.78;10.7;10.72;16/12/2019;CET;5781;61951.1
GROUPE PARTOUCHE;FR0012612646;PARP;Euronext Paris;EUR;28.9;28.9;28.6;28.6;16/12/2019;CET;447;12863.3
GROUPE PLUS-VALUES;FR0010529719;MLPVG;Euronext Access Paris;EUR;0.01;0.01;0.01;0.01;18/03/2013;CET;20000;200
GROUPE SFPI;FR0004155000;SFPI;Euronext Paris;EUR;1.65;1.74;1.65;1.66;16/12/2019;CET;38743;66072.01
GROUPE TERA;FR0013429404;ALGTR;Euronext Growth Paris;EUR;4.0005;4.149;4.0005;4.149;16/12/2019;CET;2;8.1495
GROUPIMO;FR0013297488;ALIMO;Euronext Growth Paris;EUR;0.089;0.089;0.089;0.089;12/12/2019;CET;2960;263.44
GROWNERS;BE0003861789;GROWN;Euronext Access Brussels;EUR;2.1;2.1;2.1;2.1;27/11/2019;CET;100;210
GT BIOPHARMA INC;US36254L1008;GTBP;Euronext Paris;EUR;1.03;1.03;1.03;1.03;04/12/2018;CET;1;1.03
GTT;FR0011726835;GTT;Euronext Paris;EUR;85.05;87.5;85;87.15;16/12/2019;CET;50176;4348677
GUANDAO PUER INVES;LU1840650458;MLGDI;Euronext Access Paris;EUR;1.59;1.59;1.59;1.59;10/05/2019;CET;100;159
GUERBET;FR0000032526;GBT;Euronext Paris;EUR;52.1;53;52.1;52.6;16/12/2019;CET;1392;73175.8
GUILLEMOT;FR0000066722;GUI;Euronext Paris;EUR;2.47;2.47;2.41;2.43;16/12/2019;CET;7460;18124.46
H2O INNOVATION INC;CA4433003064;ALHEO;Euronext Growth Paris;EUR;0.79;0.79;0.79;0.79;13/12/2019;CET;500;395
HAL TRUST;BMG455841020;HAL;Euronext Amsterdam;EUR;145.2;146;144.6;145.6;16/12/2019;CET;10403;1513903
HAMON;BE0974352842;HAMO;Euronext Brussels;EUR;1.3;1.3;1.25;1.2698;16/12/2019;CET;3254;4089.244
HARVEST;FR0010207795;ALHVS;Euronext Growth Paris;EUR;96.5;96.5;96.5;96.5;16/12/2019;CET;10;965
HAULOTTE GROUP;FR0000066755;PIG;Euronext Paris;EUR;5.4;5.4;5.25;5.25;16/12/2019;CET;24840;132126.67
HEALTH;FR0013251584;MLAHC;Euronext Access Paris;EUR;1.32;1.32;1.32;1.32;29/11/2019;CET;39;51.48
HEIJMANS;NL0009269109;HEIJM;Euronext Amsterdam;EUR;7.67;7.72;7.6;7.69;16/12/2019;CET;82303;631254.6
HEINEKEN;NL0000009165;HEIA;Euronext Amsterdam;EUR;93.32;95;93.28;94.66;16/12/2019;CET;565776;53419860.74
HEINEKEN HOLDING;NL0000008977;HEIO;Euronext Amsterdam;EUR;85.4;87;85.4;86.55;16/12/2019;CET;122935;10629634.4
HERIGE;FR0000066540;ALHRG;Euronext Growth Paris;EUR;31.5;31.5;31;31;16/12/2019;CET;105;3277.5
HERMES INTL;FR0000052292;RMS;Euronext Paris;EUR;667.8;673.2;667;668.6;16/12/2019;CET;44199;29549815
HEXAOM;FR0004159473;HEXA;Euronext Paris;EUR;33.3;33.3;33;33.15;16/12/2019;CET;10178;336454.95
HF;FR0000038531;HF;Euronext Paris;EUR;4.48;4.71;4.48;4.65;16/12/2019;CET;4159;19162.58
HIBERNIA REIT PLC;IE00BGHQ1986;HBRN;Euronext Dublin;EUR;1.426;1.428;1.402;1.418;16/12/2019;UTC;1053284;1491863.693
HIGH CO;FR0000054231;HCO;Euronext Paris;EUR;6;6.18;6;6.18;16/12/2019;CET;27625;167937.88
HIOLLE INDUSTRIES;FR0000077562;ALHIO;Euronext Growth Paris;EUR;4.62;4.84;4.54;4.82;16/12/2019;CET;5559;26249.86
HIPAY GROUP;FR0012821916;HIPAY;Euronext Paris;EUR;4;4.3;4;4.19;16/12/2019;CET;5140;20840.57
HITECHPROS;FR0010396309;ALHIT;Euronext Growth Paris;EUR;16.9;16.9;16.9;16.9;16/12/2019;CET;317;5357.3
HK;DE000A11Q133;MLHK;Euronext Access Paris;EUR;170;170;170;170;16/12/2019;CET;10;1700
HOCHE BAINS L.BAIN;FR0000051302;MLHBB;Euronext Access Paris;EUR;14.9;14.9;14.9;14.9;13/08/2019;CET;15;223.5
HOFFMANN;FR0013451044;ALHGR;Euronext Growth Paris;EUR;19.88;19.88;19.7;19.7;16/12/2019;CET;2085;41317.3
HOLLAND COLOURS;NL0000440311;HOLCO;Euronext Amsterdam;EUR;95.5;101;95.5;101;16/12/2019;CET;886;88283
HOME CONCEPT;FR0012336691;MLHCF;Euronext Access Paris;EUR;13.1;13.1;13.1;13.1;16/12/2019;CET;5;65.5
HOME INVEST BE.;BE0003760742;HOMI;Euronext Brussels;EUR;116;117;116;117;16/12/2019;CET;992;115469
HOPENING;FR0010312181;MLHPE;Euronext Access Paris;EUR;1.57;1.57;1.57;1.57;28/10/2019;CET;200;314
HOPSCOTCH GROUPE;FR0000065278;HOP;Euronext Paris;EUR;8.72;8.74;8.6;8.62;16/12/2019;CET;2790;24234.24
HORIZONTALSOFTWARE;FR0013219367;ALHSW;Euronext Growth Paris;EUR;0.92;0.92;0.92;0.92;16/12/2019;CET;100;92
HOSTELWORLD GROUP;GB00BYYN4225;HSW;Euronext Dublin;EUR;1.38;1.38;1.366;1.366;12/12/2019;UTC;8624;11831.12
HOT.MAJESTIC CANNE;FR0006226791;MLHMC;Euronext Access Paris;EUR;3980;3980;3980;3980;10/12/2019;CET;3;11940
HOTELIM;FR0000053738;MLHOT;Euronext Access Paris;EUR;30;30;30;30;16/12/2019;CET;70;2100
HOTELS DE PARIS;FR0004165801;HDP;Euronext Paris;EUR;3.42;3.42;3.42;3.42;13/12/2019;CET;10;34.2
HOTL.IMMOB.NICE;FR0006563904;MLHIN;Euronext Access Paris;EUR;332;332;326;326;13/12/2019;CET;16;5222
HSBC HOLDINGS;GB0005405286;HSB;Euronext Paris;EUR;6.904;7.07;6.904;7.007;16/12/2019;CET;45511;319150.315
HUNTER DOUGLAS;ANN4327C1220;HDG;Euronext Amsterdam;EUR;58;58.2;57.2;57.6;16/12/2019;CET;1421;82032.4
HUNTER DOUGLAS;ANN4327C1303;HUNDP;Euronext Amsterdam;EUR;0.21;0.21;0.21;0.21;09/12/2019;CET;2;0.42
HYBRIGENICS;FR0004153930;ALHYG;Euronext Growth Paris;EUR;0.11;0.1118;0.108;0.108;16/12/2019;CET;298688;32807.2678
HYDRATEC;NL0009391242;HYDRA;Euronext Amsterdam;EUR;67.5;67.5;67.5;67.5;16/12/2019;CET;420;28350
HYDRAULIQUE PB;FR0000064735;MLHYD;Euronext Access Paris;EUR;500;500;500;500;27/11/2019;CET;3;1500
HYDRO-EXPLOIT.;FR0005843125;MLHYE;Euronext Access Paris;EUR;58;58;58;58;16/12/2019;CET;117;6786
I.CERAM;FR0011511971;ALICR;Euronext Growth Paris;EUR;1.475;1.57;1.43;1.5;16/12/2019;CET;7535;11326.77
I2S;FR0005854700;ALI2S;Euronext Growth Paris;EUR;3.58;3.58;3.58;3.58;11/12/2019;CET;1;3.58
IBA;BE0003766806;IBAB;Euronext Brussels;EUR;13.35;13.4;13.26;13.37;16/12/2019;CET;12860;171467.96
IBERSOL,SGPS;PTIBS0AM0008;IBS;Euronext Lisbon;EUR;7.94;7.94;7.88;7.92;17/12/2019;BST;16000;126706.58
IBM;US4592001014;IBMA;Traded not listed Brussels;USD;133.75;133.75;133.75;133.75;12/11/2019;CET;501;60690.81
ICADE;FR0000035081;ICAD;Euronext Paris;EUR;93.05;93.5;92.9;93.5;16/12/2019;CET;58429;5448448.15
ICE CONCEPT;BE0003860773;ICE;Euronext Expert Market;EUR;0.3;0.3;0.3;0.3;23/04/2019;CET;433;129.9
ICT GROUP;NL0000359537;ICT;Euronext Amsterdam;EUR;11.35;11.45;11.35;11.45;16/12/2019;CET;1585;18089.55
ID LOGISTICS GROUP;FR0010929125;IDL;Euronext Paris;EUR;187;187.6;186;187.4;16/12/2019;CET;1177;220009.8
IDI;FR0000051393;IDIP;Euronext Paris;EUR;44.2;44.5;44.2;44.5;16/12/2019;CET;413;18292.2
IDS;FR0000079691;MLIDS;Euronext Access Paris;EUR;0.76;0.76;0.76;0.76;16/12/2019;CET;1931;1467.56
IDSUD;FR0000062184;ALIDS;Euronext Growth Paris;EUR;61.5;61.5;61;61;16/12/2019;CET;251;15417.5
IEP INVEST;BE0003748622;IEP;Euronext Brussels;EUR;7.95;7.95;7.95;7.95;16/12/2019;CET;450;3577.5
IEX GROUP NV;NL0010556726;IEX;Euronext Amsterdam;EUR;3.8;3.8;3.8;3.8;20/11/2019;CET;250;950
IFF;US4595061015;IFF;Euronext Paris;EUR;124;124;124;124;31/10/2019;CET;300;37200
IGE + XAO;FR0000030827;IGE;Euronext Paris;EUR;173;173;169;169;16/12/2019;CET;22;3760
ILIAD;FR0004035913;ILD;Euronext Paris;EUR;-;115.8;-;115;16/12/2019;CET;152913;17588257.45
IMALLIANCE;FR0010086371;MLIML;Euronext Access Paris;EUR;0.145;0.145;0.145;0.145;13/12/2019;CET;1064;154.28
IMBAKIN HOLDING;BE6264882406;-;Euronext Expert Market;EUR;0.202;0.202;0.202;0.202;19/11/2019;CET;478;96.56
IMCD;NL0010801007;IMCD;Euronext Amsterdam;EUR;79.9;79.95;78.9;79.35;16/12/2019;CET;122166;9704476.5
IMERYS;FR0000120859;NK;Euronext Paris;EUR;37.38;38.22;37.22;38.12;16/12/2019;CET;212729;8054200.66
IMM.PARIS.PERLE;FR0006859039;MLIPP;Euronext Access Paris;EUR;51.5;51.5;51.5;51.5;08/04/2019;CET;1;51.5
IMMAGRIFOR;BE0020932779;-;Euronext Expert Market;EUR;396;396;396;396;04/08/2015;CET;1550;613800
IMMERSION;FR0013060100;ALIMR;Euronext Growth Paris;EUR;0.98;0.98;0.98;0.98;13/12/2019;CET;1830;1793.4
IMMO FOND''ROY;BE0011253011;-;Euronext Expert Market;EUR;150.02;150.02;150.02;150.02;19/03/2019;CET;25;3750.5
IMMO FOND''ROY -5e;BE0011254027;-;Euronext Expert Market;EUR;25;25;25;25;31/07/2018;CET;1;25
IMMO MCC;BE0974287196;MCC;Euronext Brussels;EUR;769.8;769.8;769.8;769.8;16/12/2019;CET;4;3079.2
IMMO MOURY;BE0003893139;IMMOU;Euronext Brussels;EUR;49.2;49.2;49.2;49.2;16/12/2019;CET;63;3099.6
IMMOB.DASSAULT;FR0000033243;IMDA;Euronext Paris;EUR;67;67.5;66.5;67.5;16/12/2019;CET;333;22315
IMMOBEL;BE0003599108;IMMO;Euronext Brussels;EUR;67.4;67.4;66.8;67.2;16/12/2019;CET;1948;131020.4
IMMOPOOL;BE0003866838;IMMOP;Euronext Expert Market;EUR;0.01;0.01;0.01;0.01;22/12/2017;CET;2000;20
IMOB.C GRAO PARA;PTGPA0AP0007;GPA;Euronext Lisbon;EUR;0.282;0.282;0.282;0.282;21/11/2019;BST;33;9.31
IMPLANET;FR0010458729;ALIMP;Euronext Growth Paris;EUR;0.066;0.067;0.065;0.0664;16/12/2019;CET;227189;14983.7962
IMPRESA,SGPS;PTIPR0AM0000;IPR;Euronext Lisbon;EUR;0.221;0.224;0.218;0.219;17/12/2019;BST;66448;14631.32
IMPRIMERIE CHIRAT;FR0000065773;MLIMP;Euronext Access Paris;EUR;14;14;14;14;16/12/2019;CET;99;1386
INAPA-INV.P.GESTAO;PTINA0AP0008;INA;Euronext Lisbon;EUR;0.0404;0.0408;0.0402;0.0408;17/12/2019;BST;97418;3927.7194
INDLE FIN.ENTREPR.;FR0000066219;INFE;Euronext Paris;EUR;52;52;52;52;16/12/2019;CET;10;520
INFOCLIP;FR0011158823;MLIFC;Euronext Access Paris;EUR;1.08;1.08;1.08;1.08;11/12/2019;CET;49;52.92
INFOTEL;FR0000071797;INF;Euronext Paris;EUR;38.65;38.65;38.25;38.25;16/12/2019;CET;936;35995.45
INFRABEL;BE6265912038;-;Euronext Expert Market;EUR;6.12;6.12;6.12;6.12;31/10/2017;CET;136;832.32
ING GROEP N.V.;NL0011821202;INGA;Euronext Amsterdam, Brussels;EUR;10.774;10.882;10.71;10.858;16/12/2019;CET;11772450;127106210.228
INGENICO GROUP;FR0000125346;ING;Euronext Paris;EUR;94.26;95.08;93.92;94.52;16/12/2019;CET;246519;23297067.18
INNATE PHARMA;FR0010331421;IPH;Euronext Paris;EUR;5.43;5.47;5.36;5.425;16/12/2019;CET;169810;919156.065
INNELEC MULTIMEDIA;FR0000064297;INN;Euronext Paris;EUR;4.99;4.99;4.85;4.96;16/12/2019;CET;5339;26232.58
INNOVADERMA PLC;GB00BT9PTW34;MLIDP;Euronext Access Paris;EUR;0.7;0.7;0.7;0.7;05/09/2016;CET;75;52.5
INSTALLUX;FR0000060451;STAL;Euronext Paris;EUR;400;400;400;400;11/12/2019;CET;76;30400
INTEGRAGEN;FR0010908723;ALINT;Euronext Growth Paris;EUR;0.978;0.988;0.962;0.966;16/12/2019;CET;21575;20948.15
INTEL CORP;US4581401001;INCO;Traded not listed Brussels;USD;56;58;56;58;16/12/2019;CET;598;34066.6
INTERPARFUMS;FR0004024222;ITP;Euronext Paris;EUR;35.5;36.55;35.5;36.45;16/12/2019;CET;16366;593875.95
INTERTRUST;NL0010937058;INTER;Euronext Amsterdam;EUR;16.46;16.51;16.18;16.4;16/12/2019;CET;176235;2879247.36
INTERVEST OFF-WARE;BE0003746600;INTO;Euronext Brussels;EUR;25.7;25.85;25.2;25.8;16/12/2019;CET;31364;801887.95
INTEXA;FR0000064958;ITXT;Euronext Paris;EUR;2.5;2.5;2.5;2.5;05/12/2019;CET;10;25
INTRASENSE;FR0011179886;ALINS;Euronext Growth Paris;EUR;0.25;0.2535;0.2435;0.25;16/12/2019;CET;47793;11893.4125
INVENTIVA;FR0013233012;IVA;Euronext Paris;EUR;3.24;3.25;3.15;3.25;16/12/2019;CET;13823;44010.28
INVIBES ADVERTSING;BE0974299316;ALINV;Euronext Growth Paris;EUR;4.76;4.76;4.76;4.76;11/12/2019;CET;247;1175.72
IOC HOLDING;BE6200101556;MLIOC;Euronext Access Paris;EUR;0.25;0.25;0.25;0.25;12/12/2019;CET;53;13.25
IPOSA PROPERTIES;ES0105417002;MLIPO;Euronext Access Paris;EUR;-;-;-;-;-;CET;-;-
IPSEN;FR0010259150;IPN;Euronext Paris;EUR;78.5;80.45;78.15;80.45;16/12/2019;CET;166913;13340366.35
IPSOS;FR0000073298;IPS;Euronext Paris;EUR;27.6;27.9;27.6;27.85;16/12/2019;CET;60565;1683376.7
IRISH CONT. GP.;IE00BLP58571;IR5B;Euronext Dublin;EUR;5.2;5.2;5.08;5.14;16/12/2019;UTC;31884;163635.8
IRISH RES. PROP.;IE00BJ34P519;IRES;Euronext Dublin;EUR;1.63;1.64;1.612;1.624;16/12/2019;UTC;590161;962347.63
ISA;PTIAN0AM0001;ALISA;Euronext Growth Lisbon;EUR;5.15;5.15;5.15;5.15;04/12/2013;BST;500;2575
IT LINK;FR0000072597;ITL;Euronext Paris;EUR;16.85;16.85;16.1;16.1;16/12/2019;CET;3069;50180.05
ITALY INNOVAZIONI;IT0005336521;MLITN;Euronext Access Paris;EUR;6.5;6.5;6.5;6.5;16/12/2019;CET;100;650
ITESOFT;FR0004026151;ITE;Euronext Paris;EUR;2.83;2.89;2.83;2.89;16/12/2019;CET;1400;4001
ITS GROUP;FR0000073843;ITS;Euronext Paris;EUR;6.62;6.62;6.62;6.62;16/12/2019;CET;451;2985.62
IVALIS;FR0010082305;ALIVA;Euronext Growth Paris;EUR;22;22;22;22;24/10/2017;CET;50;1100
J.MARTINS,SGPS;PTJMT0AE0001;JMT;Euronext Lisbon;EUR;14.92;14.95;14.78;14.835;17/12/2019;BST;571636;8483620.69
JACQUES BOGART;FR0012872141;JBOG;Euronext Paris;EUR;9.74;9.74;9.2;9.74;16/12/2019;CET;4229;40177.9
JACQUET METAL SCE;FR0000033904;JCQ;Euronext Paris;EUR;15.34;15.84;15.18;15.28;16/12/2019;CET;35727;553477.64
JC DECAUX SA.;FR0000077919;DEC;Euronext Paris;EUR;26.92;27.42;26.88;27.4;16/12/2019;CET;211409;5770630
JENSEN-GROUP;BE0003858751;JEN;Euronext Brussels;EUR;31.3;31.4;30.8;31;16/12/2019;CET;13160;409474.2
JSA TECHNOLOGY;FR0010680033;MLJSA;Euronext Access Paris;EUR;0.585;0.585;0.585;0.585;10/12/2019;CET;100;58.51
KABELWERK EUPEN;BE0049482129;-;Euronext Expert Market;EUR;425;425;425;425;04/08/2015;CET;22;9350
KALRAY;FR0010722819;ALKAL;Euronext Growth Paris;EUR;18.05;18.1;15.5;17.6;16/12/2019;CET;22639;386523.85
KARDAN;NL0000113652;KARD;Euronext Amsterdam;EUR;0.0402;0.0428;0.0402;0.041;16/12/2019;CET;63399;2590.3516
KAUFMAN ET BROAD;FR0004007813;KOF;Euronext Paris;EUR;37.34;37.84;37.34;37.68;16/12/2019;CET;13480;507525.22
KBC;BE0003565737;KBC;Euronext Brussels;EUR;66.88;67.38;66.74;67.26;16/12/2019;CET;509465;34082072.56
KBC ANCORA;BE0003867844;KBCA;Euronext Brussels;EUR;45.44;45.56;45.16;45.4;16/12/2019;CET;32738;1485542.6
KBL EPB - ORD;LU0092281103;-;Euronext Expert Market;EUR;35.62;35.62;35.62;35.62;10/03/2015;CET;100;3562
KBL EPB - PRIV;LU0092281442;-;Euronext Expert Market;EUR;32.1;32.1;32.1;32.1;26/05/2015;CET;100;3210
KENDRION;NL0000852531;KENDR;Euronext Amsterdam;EUR;21;21.15;20.6;21.15;16/12/2019;CET;11862;248170.65
KENMARE RESOURCES;IE00BDC5DG00;KMR;Euronext Dublin;EUR;2.7;2.7;2.7;2.7;13/12/2019;UTC;2500;6750
KERING;FR0000121485;KER;Euronext Paris;EUR;564.8;581.7;564.6;578.6;16/12/2019;CET;261518;150674477.2
KERLINK;FR0013156007;ALKLK;Euronext Growth Paris;EUR;3.48;3.9;3.26;3.9;16/12/2019;CET;138911;499615.57
KERRY GROUP PLC;IE0004906560;KRZ;Euronext Dublin;EUR;108;110.2;107.1;109.7;16/12/2019;UTC;585099;64098519.66
KEYRUS;FR0004029411;KEY;Euronext Paris;EUR;2.55;2.57;2.51;2.57;16/12/2019;CET;13863;35270.49
KEYWARE TECH.;BE0003880979;KEYW;Euronext Brussels;EUR;0.855;0.855;0.855;0.855;16/12/2019;CET;5000;4275
KIADIS;NL0011323407;KDS;Euronext Amsterdam, Brussels;EUR;2.3;2.3;2.146;2.17;16/12/2019;CET;703899;1555380.836
KINEPOLIS GROUP;BE0974274061;KIN;Euronext Brussels;EUR;58.5;58.9;58.3;58.3;16/12/2019;CET;4794;280678
KINGSPAN GROUP PLC;IE0004927939;KRX;Euronext Dublin;EUR;54.6;55.05;53.35;54.5;16/12/2019;UTC;397437;21899394.15
KKO INT WARRANT A;FR0013381951;KKOWA;Euronext Growth Paris, Brussels;EUR;0.0135;0.0135;0.0135;0.0135;22/10/2019;CET;1;0.01
KKO INTERNATIONAL;FR0013374667;ALKKO;Euronext Growth Paris, Brussels;EUR;0.0922;0.095;0.0922;0.095;16/12/2019;CET;26548;2492.1632
KLEPIERRE;FR0000121964;LI;Euronext Paris;EUR;32.4;32.75;32.38;32.48;16/12/2019;CET;668765;21744522.46
KLIMVEST;GB00B19RTX44;ALSIM;Euronext Growth Paris;EUR;0.364;0.364;0.364;0.364;04/10/2019;CET;20;7.28
KLM;NL0000009645;-;Euronext Expert Market;EUR;0.93;0.93;0.93;0.93;30/01/2018;CET;19;17.67
KORIAN;FR0010386334;KORI;Euronext Paris;EUR;40.02;40.54;40.02;40.5;16/12/2019;CET;86713;3499033.06
KPN KON;NL0000009082;KPN;Euronext Amsterdam;EUR;2.62;2.654;2.618;2.625;16/12/2019;CET;9732200;25581646.307
KRIEF GROUP;FR0004152700;MLKRI;Euronext Access Paris;EUR;1.35;1.35;1.35;1.35;13/12/2019;CET;10;13.5
KUMULUS VAPE;FR0013419876;MLVAP;Euronext Access Paris;EUR;3.8;3.8;3.8;3.8;13/12/2019;CET;200;760
L''OREAL;FR0000120321;OR;Euronext Paris;EUR;257.7;262.6;257.7;261.2;16/12/2019;CET;419410;108900664.65
LA FONCIERE VERTE;FR0000039638;LFVE;Euronext Paris;EUR;84;84;84;84;14/11/2019;CET;4;336
LA PERLA FASHION;NL0012191662;ALPER;Euronext Growth Paris;EUR;4.7995;4.7995;4.7;4.7;16/12/2019;CET;811;3818.5495
LACROIX SA;FR0000066607;LACR;Euronext Paris;EUR;22.4;22.7;22.3;22.7;16/12/2019;CET;255;5739.8
LAFARGEHOLCIM LTD;CH0012214059;LHN;Euronext Paris;EUR;48.3;48.58;48.19;48.26;16/12/2019;CET;76585;3705859.21
LAFUMA;FR0000035263;LAF;Euronext Paris;EUR;18.6;18.6;18.6;18.6;16/12/2019;CET;638;11866.8
LAGARDERE S.C.A.;FR0000130213;MMB;Euronext Paris;EUR;20.1;20.26;19.81;20.04;16/12/2019;CET;413214;8250450.53
LANSON-BCC;FR0004027068;ALLAN;Euronext Growth Paris;EUR;27.2;27.4;27;27.4;16/12/2019;CET;582;15802.8
LATECOERE;FR0000032278;LAT;Euronext Paris;EUR;3.85;3.855;3.85;3.85;16/12/2019;CET;182352;702509.535
LAURENT-PERRIER;FR0006864484;LPE;Euronext Paris;EUR;84.2;84.2;83.4;83.4;16/12/2019;CET;2588;217115.8
LAVIDE HOLDING;NL0010545679;LVIDE;Euronext Amsterdam;EUR;0.21;0.21;0.21;0.21;16/12/2019;CET;58;12.18
LDC;FR0013204336;LOUP;Euronext Paris;EUR;107;109;101.5;103.5;16/12/2019;CET;4363;461969
LE TANNEUR;FR0000075673;ALTAN;Euronext Growth Paris;EUR;4;4;4;4;16/12/2019;CET;600;2400
LEASINVEST;BE0003770840;LEAS;Euronext Brussels;EUR;112;114;112;114;16/12/2019;CET;2236;251860
LEBON;FR0000121295;LBON;Euronext Paris;EUR;121;122.5;121;121;16/12/2019;CET;237;28799.5
LECTRA;FR0000065484;LSS;Euronext Paris;EUR;22.75;22.75;21.95;22.3;16/12/2019;CET;18514;412222.2
LEGRAND;FR0010307819;LR;Euronext Paris;EUR;72.7;73.76;72.5;73.62;16/12/2019;CET;438390;32190587.98
LES HOTELS BAVEREZ;FR0007080254;ALLHB;Euronext Growth Paris;EUR;62.5;62.5;62.5;62.5;12/12/2019;CET;128;8000
LESNXCONSTRUCTEURS;FR0004023208;LNC;Euronext Paris;EUR;46.1;46.8;46.1;46.8;16/12/2019;CET;277;12850.1
LEXIBOOK LINGUIST.;FR0000033599;ALLEX;Euronext Growth Paris;EUR;1.715;1.78;1.71;1.75;16/12/2019;CET;16956;29563.19
LINEDATA SERVICES;FR0004156297;LIN;Euronext Paris;EUR;26.4;26.4;26.1;26.1;16/12/2019;CET;1464;38420.2
LISGRAFICA;PTLIG0AE0002;LIG;Euronext Lisbon;EUR;0.0075;0.0075;0.0075;0.0075;17/12/2019;BST;506;3.795
LISI;FR0000050353;FII;Euronext Paris;EUR;31.5;32.65;31.5;32.2;16/12/2019;CET;7478;240640.3
LITHO FORMAS;PTLIT0AE0005;LIT;Euronext Access Lisbon;EUR;0.001;0.001;0.001;0.001;22/11/2019;BST;10;0.01
LLEIDA;ES0105089009;ALLLN;Euronext Growth Paris;EUR;1.04;1.04;1.04;1.04;16/12/2019;CET;1;1.04
LNA SANTE;FR0004170017;LNA;Euronext Paris;EUR;48.25;49.4;48.2;48.7;16/12/2019;CET;6885;335134.5
LOCASYSTEM INTL;FR0004155208;MLLOI;Euronext Access Paris;EUR;3.5;3.5;3.5;3.5;25/08/2017;CET;1;3.5
LOGIC INSTRUMENT;FR0000044943;ALLOG;Euronext Growth Paris;EUR;-;0.65;0.566;0.598;16/12/2019;CET;188223;114906.948
LOGIS CONFORT;ES0105333001;MLLOG;Euronext Access Paris;EUR;-;-;-;-;-;CET;-;-
LOMBARD ET MEDOT;FR0006205019;MLCAC;Euronext Access Paris;EUR;11.9;11.9;11.9;11.9;18/11/2019;CET;1;11.9
LOTUS BAKERIES;BE0003604155;LOTB;Euronext Brussels;EUR;2550;2570;2550;2560;16/12/2019;CET;78;199370
LUCASBOLS;NL0010998878;BOLS;Euronext Amsterdam;EUR;14;14.1;14;14.1;16/12/2019;CET;6902;97020.6
LUCIBEL;FR0011884378;ALUCI;Euronext Growth Paris;EUR;1;1.09;1;1.075;16/12/2019;CET;11313;11975.165
LUMIBIRD;FR0000038242;LBIRD;Euronext Paris;EUR;12.4;12.56;12.24;12.38;16/12/2019;CET;31789;393825.28
LUX-AIRPORT CERT;LU0092846210;LUXA;Euronext Brussels;EUR;7;7;7;7;16/12/2019;CET;525;3675
LV4S;BE6201089735;MLV4S;Euronext Access Paris;EUR;2.9;2.9;2.9;2.9;02/12/2019;CET;79;229.1
LVMH;FR0000121014;MC;Euronext Paris;EUR;406.8;411.6;406.2;409.7;16/12/2019;CET;511002;208881522.45
LYSOGENE;FR0013233475;LYS;Euronext Paris;EUR;1.655;1.75;1.645;1.75;16/12/2019;CET;20543;35051.735
M.R.M;FR0000060196;MRM;Euronext Paris;EUR;1.53;1.54;1.53;1.54;16/12/2019;CET;4401;6777.53
M2I;FR0013270626;ALMII;Euronext Growth Paris;EUR;5.5;5.5;5.3;5.45;16/12/2019;CET;4748;25802.65
MADE;FR0010328302;MLMAD;Euronext Access Paris;EUR;5.9;5.9;5.9;5.9;16/12/2019;CET;693;4088.7
MADVERTISE;FR0010812230;ALMNG;Euronext Growth Paris;EUR;0.426;0.426;0.426;0.426;16/12/2019;CET;1;0.426
MAGILLEM;FR0010827741;MLMGL;Euronext Access Paris;EUR;16.1;16.1;16.1;16.1;16/12/2019;CET;657;10577.7
MAINSTAY MED. INT.;IE00BJYS1G50;MSTY1;Euronext Growth Dublin;EUR;2.9;3.02;2.9;3.02;03/12/2019;UTC;4328;12554.56
MAINSTAY MEDICAL;IE00BJYS1G50;MSTY;Euronext Paris;EUR;2.04;2.04;2.04;2.04;16/12/2019;CET;133;271.32
MAIS.ANTOINE BAUD;FR0000061657;MLMAB;Euronext Access Paris;EUR;120;120;120;120;04/12/2019;CET;1;120
MAISON CLIO BLUE;FR0011092089;MLCLI;Euronext Access Paris;EUR;2.02;2.02;2.02;2.02;04/12/2019;CET;2;4.04
MAISONS D''AUJOURD;FR0010515742;MLMAI;Euronext Access Paris;EUR;0.85;0.85;0.85;0.85;16/12/2019;CET;38;32.3
MAISONS DU MONDE;FR0013153541;MDM;Euronext Paris;EUR;12.15;12.5;12.15;12.34;16/12/2019;CET;548459;6780501.78
